mean_damage_value,time,facility,location
3.0,2020/4/6 18:15,roads_and_bridges,13
0.5,2020/4/6 18:15,roads_and_bridges,14
0.666666666666667,2020/4/6 18:15,roads_and_bridges,15
8.0,2020/4/6 18:15,roads_and_bridges,16
5.0,2020/4/6 18:15,roads_and_bridges,17
10.0,2020/4/6 18:15,roads_and_bridges,18
0.0,2020/4/6 18:15,roads_and_bridges,19
1.0,2020/4/6 18:15,sewer_and_water,2
3.66666666666667,2020/4/6 18:15,sewer_and_water,3
0.0,2020/4/6 18:15,sewer_and_water,4
0.0,2020/4/6 18:15,sewer_and_water,5
0.0,2020/4/6 18:15,sewer_and_water,6
0.4,2020/4/6 18:15,sewer_and_water,8
5.0,2020/4/6 18:15,sewer_and_water,9
0.0,2020/4/6 18:15,sewer_and_water,10
0.0,2020/4/6 18:15,sewer_and_water,13
0.5,2020/4/6 18:15,sewer_and_water,14
0.333333333333333,2020/4/6 18:15,sewer_and_water,15
6.0,2020/4/6 18:15,sewer_and_water,16
9.0,2020/4/6 18:15,sewer_and_water,17
3.0,2020/4/6 18:15,sewer_and_water,18
4.0,2020/4/6 18:15,sewer_and_water,19
2.33333333333333,2020/4/6 18:20,buildings,2
1.75,2020/4/6 18:20,buildings,3
4.0,2020/4/6 18:20,buildings,4
4.5,2020/4/6 18:20,buildings,5
2.0,2020/4/6 18:20,buildings,8
2.5,2020/4/6 18:20,buildings,9
3.0,2020/4/6 18:20,buildings,10
1.5,2020/4/6 18:20,buildings,12
5.0,2020/4/6 18:20,buildings,14
4.0,2020/4/6 18:20,buildings,15
2.0,2020/4/6 18:20,buildings,18
1.5,2020/4/6 18:20,medical,3
3.0,2020/4/6 18:20,medical,5
0.0,2020/4/6 18:20,medical,9
0.666666666666667,2020/4/6 18:20,power,2
3.5,2020/4/6 18:20,power,3
3.0,2020/4/6 18:20,power,4
7.5,2020/4/6 18:20,power,5
0.0,2020/4/6 18:20,power,8
0.5,2020/4/6 18:20,power,9
0.0,2020/4/6 18:20,power,10
0.0,2020/4/6 18:20,power,12
6.0,2020/4/6 18:20,power,14
2.25,2020/4/6 18:20,power,15
0.0,2020/4/6 18:20,power,18
3.0,2020/4/6 18:20,roads_and_bridges,2
2.25,2020/4/6 18:20,roads_and_bridges,3
6.0,2020/4/6 18:20,roads_and_bridges,4
9.5,2020/4/6 18:20,roads_and_bridges,5
2.33333333333333,2020/4/6 18:20,roads_and_bridges,8
0.5,2020/4/6 18:20,roads_and_bridges,9
4.0,2020/4/6 18:20,roads_and_bridges,10
0.0,2020/4/6 18:20,roads_and_bridges,12
0.0,2020/4/6 18:20,roads_and_bridges,14
3.25,2020/4/6 18:20,roads_and_bridges,15
0.0,2020/4/6 18:20,roads_and_bridges,18
2.66666666666667,2020/4/6 18:20,sewer_and_water,2
5.0,2020/4/6 18:20,sewer_and_water,3
9.0,2020/4/6 18:20,sewer_and_water,4
3.5,2020/4/6 18:20,sewer_and_water,5
0.333333333333333,2020/4/6 18:20,sewer_and_water,8
0.5,2020/4/6 18:20,sewer_and_water,9
0.0,2020/4/6 18:20,sewer_and_water,10
0.0,2020/4/6 18:20,sewer_and_water,12
7.0,2020/4/6 18:20,sewer_and_water,14
2.75,2020/4/6 18:20,sewer_and_water,15
1.0,2020/4/6 18:20,sewer_and_water,18
0.5,2020/4/6 18:25,buildings,2
4.6,2020/4/6 18:25,buildings,3
0.0,2020/4/6 18:25,buildings,5
2.4,2020/4/6 18:25,buildings,6
3.66666666666667,2020/4/6 18:25,buildings,8
3.5,2020/4/6 18:25,buildings,9
2.5,2020/4/6 18:25,buildings,10
0.0,2020/4/6 18:25,buildings,11
4.0,2020/4/6 18:25,buildings,12
2.0,2020/4/6 18:25,buildings,13
1.0,2020/4/6 18:25,buildings,14
1.0,2020/4/6 18:25,buildings,15
3.0,2020/4/6 18:25,buildings,16
0.0,2020/4/6 18:25,buildings,17
3.66666666666667,2020/4/6 18:25,buildings,19
4.2,2020/4/6 18:25,medical,3
0.0,2020/4/6 18:25,medical,5
1.4,2020/4/6 18:25,medical,6
1.66666666666667,2020/4/6 18:25,medical,9
1.0,2020/4/6 18:25,medical,11
10.0,2020/4/6 18:25,medical,16
5.0,2020/4/6 18:25,power,2
2.4,2020/4/6 18:25,power,3
2.0,2020/4/6 18:25,power,5
0.4,2020/4/6 18:25,power,6
1.0,2020/4/6 18:25,power,8
2.16666666666667,2020/4/6 18:25,power,9
0.5,2020/4/6 18:25,power,10
1.0,2020/4/6 18:25,power,11
5.0,2020/4/6 18:25,power,12
0.0,2020/4/6 18:25,power,13
0.0,2020/4/6 18:25,power,14
1.25,2020/4/6 18:25,power,15
0.0,2020/4/6 18:25,power,16
0.0,2020/4/6 18:25,power,17
0.333333333333333,2020/4/6 18:25,power,19
3.0,2020/4/6 18:25,roads_and_bridges,2
4.8,2020/4/6 18:25,roads_and_bridges,3
0.0,2020/4/6 18:25,roads_and_bridges,5
2.0,2020/4/6 18:25,roads_and_bridges,6
3.83333333333333,2020/4/6 18:25,roads_and_bridges,8
3.66666666666667,2020/4/6 18:25,roads_and_bridges,9
3.0,2020/4/6 18:25,roads_and_bridges,10
0.0,2020/4/6 18:25,roads_and_bridges,11
2.5,2020/4/6 18:25,roads_and_bridges,12
5.0,2020/4/6 18:25,roads_and_bridges,13
0.0,2020/4/6 18:25,roads_and_bridges,14
3.0,2020/4/6 18:25,roads_and_bridges,15
3.0,2020/4/6 18:25,roads_and_bridges,16
0.0,2020/4/6 18:25,roads_and_bridges,17
3.0,2020/4/6 18:25,roads_and_bridges,19
2.5,2020/4/6 18:25,sewer_and_water,2
3.6,2020/4/6 18:25,sewer_and_water,3
0.0,2020/4/6 18:25,sewer_and_water,5
0.4,2020/4/6 18:25,sewer_and_water,6
0.5,2020/4/6 18:25,sewer_and_water,8
1.33333333333333,2020/4/6 18:25,sewer_and_water,9
0.0,2020/4/6 18:25,sewer_and_water,10
1.0,2020/4/6 18:25,sewer_and_water,11
4.5,2020/4/6 18:25,sewer_and_water,12
0.0,2020/4/6 18:25,sewer_and_water,13
1.0,2020/4/6 18:25,sewer_and_water,14
2.0,2020/4/6 18:25,sewer_and_water,15
2.0,2020/4/6 18:25,sewer_and_water,16
1.0,2020/4/6 18:25,sewer_and_water,17
3.0,2020/4/6 18:25,sewer_and_water,19
4.25,2020/4/6 18:30,buildings,2
3.0,2020/4/6 18:30,buildings,3
1.0,2020/4/6 18:30,buildings,4
2.0,2020/4/6 18:30,buildings,5
0.0,2020/4/6 18:30,buildings,6
2.0,2020/4/6 18:30,buildings,8
4.5,2020/4/6 18:30,buildings,9
6.5,2020/4/6 18:30,buildings,10
2.5,2020/4/6 18:30,buildings,13
1.66666666666667,2020/4/6 18:30,buildings,14
3.25,2020/4/6 18:30,buildings,15
4.0,2020/4/6 18:30,buildings,16
2.0,2020/4/6 18:30,buildings,18
3.0,2020/4/6 18:30,buildings,19
7.33333333333333,2020/4/6 18:30,medical,3
1.0,2020/4/6 18:30,medical,5
1.0,2020/4/6 18:30,medical,6
0.25,2020/4/6 18:30,medical,9
7.0,2020/4/6 18:30,medical,16
2.5,2020/4/6 18:30,power,2
6.33333333333333,2020/4/6 18:30,power,3
0.0,2020/4/6 18:30,power,4
2.0,2020/4/6 18:30,power,5
0.0,2020/4/6 18:30,power,6
6.0,2020/4/6 18:30,power,8
0.5,2020/4/6 18:30,power,9
6.5,2020/4/6 18:30,power,10
0.0,2020/4/6 18:30,power,13
6.33333333333333,2020/4/6 18:30,power,14
3.0,2020/4/6 18:30,power,15
0.0,2020/4/6 18:30,power,16
0.5,2020/4/6 18:30,power,18
0.0,2020/4/6 18:30,power,19
3.25,2020/4/6 18:30,roads_and_bridges,2
6.33333333333333,2020/4/6 18:30,roads_and_bridges,3
1.0,2020/4/6 18:30,roads_and_bridges,4
0.0,2020/4/6 18:30,roads_and_bridges,5
0.0,2020/4/6 18:30,roads_and_bridges,6
7.0,2020/4/6 18:30,roads_and_bridges,8
2.0,2020/4/6 18:30,roads_and_bridges,9
4.0,2020/4/6 18:30,roads_and_bridges,10
4.5,2020/4/6 18:30,roads_and_bridges,13
4.66666666666667,2020/4/6 18:30,roads_and_bridges,14
4.75,2020/4/6 18:30,roads_and_bridges,15
1.0,2020/4/6 18:30,roads_and_bridges,16
0.5,2020/4/6 18:30,roads_and_bridges,18
0.0,2020/4/6 18:30,roads_and_bridges,19
2.5,2020/4/6 18:30,sewer_and_water,2
5.0,2020/4/6 18:30,sewer_and_water,3
0.0,2020/4/6 18:30,sewer_and_water,4
0.0,2020/4/6 18:30,sewer_and_water,5
0.0,2020/4/6 18:30,sewer_and_water,6
3.0,2020/4/6 18:30,sewer_and_water,8
1.25,2020/4/6 18:30,sewer_and_water,9
5.0,2020/4/6 18:30,sewer_and_water,10
0.0,2020/4/6 18:30,sewer_and_water,13
5.33333333333333,2020/4/6 18:30,sewer_and_water,14
4.75,2020/4/6 18:30,sewer_and_water,15
7.0,2020/4/6 18:30,sewer_and_water,16
2.5,2020/4/6 18:30,sewer_and_water,18
4.0,2020/4/6 18:30,sewer_and_water,19
9.0,2020/4/6 18:35,buildings,2
3.0,2020/4/6 18:35,buildings,3
2.0,2020/4/6 18:35,buildings,4
2.0,2020/4/6 18:35,buildings,5
3.25,2020/4/6 18:35,buildings,8
2.5,2020/4/6 18:35,buildings,9
4.0,2020/4/6 18:35,buildings,10
1.0,2020/4/6 18:35,buildings,11
0.0,2020/4/6 18:35,buildings,12
4.66666666666667,2020/4/6 18:35,buildings,14
1.0,2020/4/6 18:35,buildings,15
0.0,2020/4/6 18:35,buildings,16
0.0,2020/4/6 18:35,buildings,17
3.0,2020/4/6 18:35,buildings,18
3.0,2020/4/6 18:35,medical,3
0.0,2020/4/6 18:35,medical,5
3.25,2020/4/6 18:35,medical,9
1.0,2020/4/6 18:35,medical,11
0.0,2020/4/6 18:35,medical,16
10.0,2020/4/6 18:35,power,2
2.0,2020/4/6 18:35,power,3
0.0,2020/4/6 18:35,power,4
3.0,2020/4/6 18:35,power,5
0.0,2020/4/6 18:35,power,8
0.25,2020/4/6 18:35,power,9
0.0,2020/4/6 18:35,power,10
0.0,2020/4/6 18:35,power,11
0.0,2020/4/6 18:35,power,12
1.33333333333333,2020/4/6 18:35,power,14
1.5,2020/4/6 18:35,power,15
1.0,2020/4/6 18:35,power,16
1.0,2020/4/6 18:35,power,17
4.0,2020/4/6 18:35,power,18
1.0,2020/4/6 18:35,roads_and_bridges,2
3.0,2020/4/6 18:35,roads_and_bridges,3
1.0,2020/4/6 18:35,roads_and_bridges,4
1.0,2020/4/6 18:35,roads_and_bridges,5
2.5,2020/4/6 18:35,roads_and_bridges,8
2.5,2020/4/6 18:35,roads_and_bridges,9
3.0,2020/4/6 18:35,roads_and_bridges,10
0.0,2020/4/6 18:35,roads_and_bridges,11
1.0,2020/4/6 18:35,roads_and_bridges,12
3.0,2020/4/6 18:35,roads_and_bridges,14
5.0,2020/4/6 18:35,roads_and_bridges,15
0.0,2020/4/6 18:35,roads_and_bridges,16
0.0,2020/4/6 18:35,roads_and_bridges,17
2.5,2020/4/6 18:35,roads_and_bridges,18
7.0,2020/4/6 18:35,sewer_and_water,2
2.0,2020/4/6 18:35,sewer_and_water,3
0.0,2020/4/6 18:35,sewer_and_water,4
0.0,2020/4/6 18:35,sewer_and_water,5
0.25,2020/4/6 18:35,sewer_and_water,8
0.75,2020/4/6 18:35,sewer_and_water,9
0.0,2020/4/6 18:35,sewer_and_water,10
0.0,2020/4/6 18:35,sewer_and_water,11
0.0,2020/4/6 18:35,sewer_and_water,12
3.33333333333333,2020/4/6 18:35,sewer_and_water,14
5.0,2020/4/6 18:35,sewer_and_water,15
0.0,2020/4/6 18:35,sewer_and_water,16
1.0,2020/4/6 18:35,sewer_and_water,17
3.5,2020/4/6 18:35,sewer_and_water,18
1.5,2020/4/6 18:40,buildings,2
1.5,2020/4/6 18:40,buildings,4
2.75,2020/4/6 18:40,buildings,6
2.5,2020/4/6 18:40,buildings,8
2.5,2020/4/6 18:40,buildings,9
3.0,2020/4/6 18:40,buildings,10
4.0,2020/4/6 18:40,buildings,15
3.5,2020/4/6 18:40,buildings,19
1.75,2020/4/6 18:40,medical,6
1.0,2020/4/6 18:40,medical,9
0.5,2020/4/6 18:40,power,2
0.5,2020/4/6 18:40,power,4
1.25,2020/4/6 18:40,power,6
0.25,2020/4/6 18:40,power,8
0.0,2020/4/6 18:40,power,9
1.0,2020/4/6 18:40,power,10
5.33333333333333,2020/4/6 18:40,power,15
2.25,2020/4/6 18:40,power,19
5.0,2020/4/6 18:40,roads_and_bridges,2
0.5,2020/4/6 18:40,roads_and_bridges,4
2.5,2020/4/6 18:40,roads_and_bridges,6
1.75,2020/4/6 18:40,roads_and_bridges,8
1.0,2020/4/6 18:40,roads_and_bridges,9
4.0,2020/4/6 18:40,roads_and_bridges,10
2.33333333333333,2020/4/6 18:40,roads_and_bridges,15
0.0,2020/4/6 18:40,roads_and_bridges,19
5.0,2020/4/6 18:40,sewer_and_water,2
0.0,2020/4/6 18:40,sewer_and_water,4
1.75,2020/4/6 18:40,sewer_and_water,6
0.25,2020/4/6 18:40,sewer_and_water,8
0.0,2020/4/6 18:40,sewer_and_water,9
0.0,2020/4/6 18:40,sewer_and_water,10
3.33333333333333,2020/4/6 18:40,sewer_and_water,15
2.0,2020/4/6 18:40,sewer_and_water,19
0.5,2020/4/6 18:45,buildings,2
2.0,2020/4/6 18:45,buildings,3
2.0,2020/4/6 18:45,buildings,6
2.66666666666667,2020/4/6 18:45,buildings,8
2.4,2020/4/6 18:45,buildings,9
4.0,2020/4/6 18:45,buildings,10
2.0,2020/4/6 18:45,buildings,11
1.0,2020/4/6 18:45,buildings,12
4.0,2020/4/6 18:45,buildings,15
0.0,2020/4/6 18:45,buildings,17
4.66666666666667,2020/4/6 18:45,buildings,18
3.0,2020/4/6 18:45,buildings,19
2.0,2020/4/6 18:45,medical,3
3.66666666666667,2020/4/6 18:45,medical,6
4.0,2020/4/6 18:45,medical,9
2.0,2020/4/6 18:45,medical,11
0.5,2020/4/6 18:45,power,2
3.0,2020/4/6 18:45,power,3
3.33333333333333,2020/4/6 18:45,power,6
0.333333333333333,2020/4/6 18:45,power,8
2.2,2020/4/6 18:45,power,9
0.0,2020/4/6 18:45,power,10
2.0,2020/4/6 18:45,power,11
0.0,2020/4/6 18:45,power,12
3.5,2020/4/6 18:45,power,15
2.0,2020/4/6 18:45,power,17
0.666666666666667,2020/4/6 18:45,power,18
0.0,2020/4/6 18:45,power,19
0.0,2020/4/6 18:45,roads_and_bridges,2
3.0,2020/4/6 18:45,roads_and_bridges,3
3.33333333333333,2020/4/6 18:45,roads_and_bridges,6
1.66666666666667,2020/4/6 18:45,roads_and_bridges,8
5.2,2020/4/6 18:45,roads_and_bridges,9
2.0,2020/4/6 18:45,roads_and_bridges,10
0.0,2020/4/6 18:45,roads_and_bridges,11
0.0,2020/4/6 18:45,roads_and_bridges,12
3.5,2020/4/6 18:45,roads_and_bridges,15
0.0,2020/4/6 18:45,roads_and_bridges,17
3.33333333333333,2020/4/6 18:45,roads_and_bridges,18
0.0,2020/4/6 18:45,roads_and_bridges,19
0.0,2020/4/6 18:45,sewer_and_water,2
3.0,2020/4/6 18:45,sewer_and_water,3
3.33333333333333,2020/4/6 18:45,sewer_and_water,6
0.0,2020/4/6 18:45,sewer_and_water,8
4.4,2020/4/6 18:45,sewer_and_water,9
0.0,2020/4/6 18:45,sewer_and_water,10
1.0,2020/4/6 18:45,sewer_and_water,11
0.0,2020/4/6 18:45,sewer_and_water,12
5.0,2020/4/6 18:45,sewer_and_water,15
5.0,2020/4/6 18:45,sewer_and_water,17
3.66666666666667,2020/4/6 18:45,sewer_and_water,18
2.0,2020/4/6 18:45,sewer_and_water,19
3.5,2020/4/6 18:50,buildings,3
5.0,2020/4/6 18:50,buildings,6
4.75,2020/4/6 18:50,buildings,8
2.0,2020/4/6 18:50,buildings,9
4.0,2020/4/6 18:50,buildings,10
2.0,2020/4/6 18:50,buildings,13
1.75,2020/4/6 18:50,buildings,15
2.0,2020/4/6 18:50,buildings,16
2.0,2020/4/6 18:50,buildings,18
4.0,2020/4/6 18:50,buildings,19
2.33333333333333,2020/4/6 18:50,medical,3
1.5,2020/4/6 18:50,medical,6
3.0,2020/4/6 18:50,medical,9
3.0,2020/4/6 18:50,medical,16
4.16666666666667,2020/4/6 18:50,power,3
3.0,2020/4/6 18:50,power,6
1.5,2020/4/6 18:50,power,8
10.0,2020/4/6 18:50,power,9
0.0,2020/4/6 18:50,power,10
0.0,2020/4/6 18:50,power,13
2.0,2020/4/6 18:50,power,15
8.0,2020/4/6 18:50,power,16
0.0,2020/4/6 18:50,power,18
2.5,2020/4/6 18:50,power,19
3.5,2020/4/6 18:50,roads_and_bridges,3
4.5,2020/4/6 18:50,roads_and_bridges,6
3.5,2020/4/6 18:50,roads_and_bridges,8
5.0,2020/4/6 18:50,roads_and_bridges,9
3.66666666666667,2020/4/6 18:50,roads_and_bridges,10
5.0,2020/4/6 18:50,roads_and_bridges,13
2.75,2020/4/6 18:50,roads_and_bridges,15
5.0,2020/4/6 18:50,roads_and_bridges,16
0.0,2020/4/6 18:50,roads_and_bridges,18
1.0,2020/4/6 18:50,roads_and_bridges,19
2.33333333333333,2020/4/6 18:50,sewer_and_water,3
3.0,2020/4/6 18:50,sewer_and_water,6
1.25,2020/4/6 18:50,sewer_and_water,8
6.0,2020/4/6 18:50,sewer_and_water,9
0.0,2020/4/6 18:50,sewer_and_water,10
0.0,2020/4/6 18:50,sewer_and_water,13
1.25,2020/4/6 18:50,sewer_and_water,15
2.0,2020/4/6 18:50,sewer_and_water,16
1.0,2020/4/6 18:50,sewer_and_water,18
6.0,2020/4/6 18:50,sewer_and_water,19
2.5,2020/4/6 18:55,buildings,3
0.666666666666667,2020/4/6 18:55,buildings,6
3.5,2020/4/6 18:55,buildings,8
6.5,2020/4/6 18:55,buildings,9
5.0,2020/4/6 18:55,buildings,10
1.0,2020/4/6 18:55,buildings,12
1.0,2020/4/6 18:55,buildings,13
2.0,2020/4/6 18:55,buildings,14
2.0,2020/4/6 18:55,buildings,15
9.5,2020/4/6 18:55,buildings,16
0.0,2020/4/6 18:55,buildings,17
8.5,2020/4/6 18:55,buildings,19
2.5,2020/4/6 18:55,medical,3
0.0,2020/4/6 18:55,medical,6
5.0,2020/4/6 18:55,medical,9
6.0,2020/4/6 18:55,medical,16
3.0,2020/4/6 18:55,power,3
0.0,2020/4/6 18:55,power,6
0.0,2020/4/6 18:55,power,8
5.5,2020/4/6 18:55,power,9
0.0,2020/4/6 18:55,power,10
0.0,2020/4/6 18:55,power,12
0.0,2020/4/6 18:55,power,13
1.0,2020/4/6 18:55,power,14
0.0,2020/4/6 18:55,power,15
6.0,2020/4/6 18:55,power,16
1.0,2020/4/6 18:55,power,17
0.5,2020/4/6 18:55,power,19
3.5,2020/4/6 18:55,roads_and_bridges,3
0.333333333333333,2020/4/6 18:55,roads_and_bridges,6
1.0,2020/4/6 18:55,roads_and_bridges,8
2.5,2020/4/6 18:55,roads_and_bridges,9
2.0,2020/4/6 18:55,roads_and_bridges,10
0.0,2020/4/6 18:55,roads_and_bridges,12
4.0,2020/4/6 18:55,roads_and_bridges,13
0.0,2020/4/6 18:55,roads_and_bridges,14
0.0,2020/4/6 18:55,roads_and_bridges,15
5.0,2020/4/6 18:55,roads_and_bridges,16
0.0,2020/4/6 18:55,roads_and_bridges,17
6.5,2020/4/6 18:55,roads_and_bridges,19
3.0,2020/4/6 18:55,sewer_and_water,3
0.0,2020/4/6 18:55,sewer_and_water,6
0.0,2020/4/6 18:55,sewer_and_water,8
7.5,2020/4/6 18:55,sewer_and_water,9
0.0,2020/4/6 18:55,sewer_and_water,10
0.0,2020/4/6 18:55,sewer_and_water,12
0.0,2020/4/6 18:55,sewer_and_water,13
0.0,2020/4/6 18:55,sewer_and_water,14
0.0,2020/4/6 18:55,sewer_and_water,15
2.5,2020/4/6 18:55,sewer_and_water,16
0.0,2020/4/6 18:55,sewer_and_water,17
6.0,2020/4/6 18:55,sewer_and_water,19
3.0,2020/4/6 19:00,buildings,2
10.0,2020/4/6 19:00,buildings,4
1.66666666666667,2020/4/6 19:00,buildings,6
6.0,2020/4/6 19:00,buildings,8
2.5,2020/4/6 19:00,buildings,9
3.0,2020/4/6 19:00,buildings,10
2.0,2020/4/6 19:00,buildings,12
9.0,2020/4/6 19:00,buildings,13
0.0,2020/4/6 19:00,buildings,15
0.0,2020/4/6 19:00,buildings,16
3.0,2020/4/6 19:00,buildings,18
4.0,2020/4/6 19:00,buildings,19
4.0,2020/4/6 19:00,medical,2
2.66666666666667,2020/4/6 19:00,medical,6
2.5,2020/4/6 19:00,medical,9
0.0,2020/4/6 19:00,medical,16
1.4,2020/4/6 19:00,power,2
4.0,2020/4/6 19:00,power,4
0.333333333333333,2020/4/6 19:00,power,6
3.0,2020/4/6 19:00,power,8
2.0,2020/4/6 19:00,power,9
1.0,2020/4/6 19:00,power,10
0.0,2020/4/6 19:00,power,12
7.0,2020/4/6 19:00,power,13
10.0,2020/4/6 19:00,power,15
0.0,2020/4/6 19:00,power,16
1.0,2020/4/6 19:00,power,18
0.0,2020/4/6 19:00,power,19
1.6,2020/4/6 19:00,roads_and_bridges,2
9.0,2020/4/6 19:00,roads_and_bridges,4
0.666666666666667,2020/4/6 19:00,roads_and_bridges,6
6.0,2020/4/6 19:00,roads_and_bridges,8
3.5,2020/4/6 19:00,roads_and_bridges,9
3.0,2020/4/6 19:00,roads_and_bridges,10
0.0,2020/4/6 19:00,roads_and_bridges,12
0.0,2020/4/6 19:00,roads_and_bridges,13
7.0,2020/4/6 19:00,roads_and_bridges,15
1.0,2020/4/6 19:00,roads_and_bridges,16
0.0,2020/4/6 19:00,roads_and_bridges,18
0.0,2020/4/6 19:00,roads_and_bridges,19
2.2,2020/4/6 19:00,sewer_and_water,2
6.0,2020/4/6 19:00,sewer_and_water,4
3.33333333333333,2020/4/6 19:00,sewer_and_water,6
4.5,2020/4/6 19:00,sewer_and_water,8
3.0,2020/4/6 19:00,sewer_and_water,9
0.0,2020/4/6 19:00,sewer_and_water,10
1.0,2020/4/6 19:00,sewer_and_water,12
5.0,2020/4/6 19:00,sewer_and_water,13
0.0,2020/4/6 19:00,sewer_and_water,15
0.0,2020/4/6 19:00,sewer_and_water,16
2.0,2020/4/6 19:00,sewer_and_water,18
3.0,2020/4/6 19:00,sewer_and_water,19
10.0,2020/4/6 19:05,buildings,1
1.0,2020/4/6 19:05,buildings,2
3.33333333333333,2020/4/6 19:05,buildings,3
4.0,2020/4/6 19:05,buildings,4
7.0,2020/4/6 19:05,buildings,6
6.5,2020/4/6 19:05,buildings,8
2.5,2020/4/6 19:05,buildings,9
5.0,2020/4/6 19:05,buildings,10
1.5,2020/4/6 19:05,buildings,11
2.0,2020/4/6 19:05,buildings,12
1.66666666666667,2020/4/6 19:05,buildings,14
0.0,2020/4/6 19:05,buildings,16
5.5,2020/4/6 19:05,buildings,18
2.5,2020/4/6 19:05,buildings,19
5.0,2020/4/6 19:05,medical,1
2.33333333333333,2020/4/6 19:05,medical,3
7.0,2020/4/6 19:05,medical,6
0.0,2020/4/6 19:05,medical,9
1.0,2020/4/6 19:05,medical,11
0.0,2020/4/6 19:05,medical,16
4.0,2020/4/6 19:05,power,1
0.0,2020/4/6 19:05,power,2
3.33333333333333,2020/4/6 19:05,power,3
5.0,2020/4/6 19:05,power,4
8.0,2020/4/6 19:05,power,6
2.5,2020/4/6 19:05,power,8
0.5,2020/4/6 19:05,power,9
0.0,2020/4/6 19:05,power,10
0.0,2020/4/6 19:05,power,11
0.0,2020/4/6 19:05,power,12
3.33333333333333,2020/4/6 19:05,power,14
1.0,2020/4/6 19:05,power,16
1.5,2020/4/6 19:05,power,18
0.5,2020/4/6 19:05,power,19
0.0,2020/4/6 19:05,roads_and_bridges,1
0.0,2020/4/6 19:05,roads_and_bridges,2
3.33333333333333,2020/4/6 19:05,roads_and_bridges,3
6.0,2020/4/6 19:05,roads_and_bridges,4
10.0,2020/4/6 19:05,roads_and_bridges,6
5.5,2020/4/6 19:05,roads_and_bridges,8
0.5,2020/4/6 19:05,roads_and_bridges,9
3.0,2020/4/6 19:05,roads_and_bridges,10
0.5,2020/4/6 19:05,roads_and_bridges,11
0.0,2020/4/6 19:05,roads_and_bridges,12
2.33333333333333,2020/4/6 19:05,roads_and_bridges,14
1.0,2020/4/6 19:05,roads_and_bridges,16
0.5,2020/4/6 19:05,roads_and_bridges,18
0.0,2020/4/6 19:05,roads_and_bridges,19
0.0,2020/4/6 19:05,sewer_and_water,1
0.5,2020/4/6 19:05,sewer_and_water,2
3.33333333333333,2020/4/6 19:05,sewer_and_water,3
10.0,2020/4/6 19:05,sewer_and_water,4
2.0,2020/4/6 19:05,sewer_and_water,6
4.5,2020/4/6 19:05,sewer_and_water,8
0.0,2020/4/6 19:05,sewer_and_water,9
0.0,2020/4/6 19:05,sewer_and_water,10
0.0,2020/4/6 19:05,sewer_and_water,11
0.0,2020/4/6 19:05,sewer_and_water,12
1.0,2020/4/6 19:05,sewer_and_water,14
0.0,2020/4/6 19:05,sewer_and_water,16
5.0,2020/4/6 19:05,sewer_and_water,18
4.0,2020/4/6 19:05,sewer_and_water,19
1.5,2020/4/6 19:10,buildings,2
5.0,2020/4/6 19:10,buildings,3
10.0,2020/4/6 19:10,buildings,4
1.0,2020/4/6 19:10,buildings,5
2.0,2020/4/6 19:10,buildings,6
2.5,2020/4/6 19:10,buildings,8
10.0,2020/4/6 19:10,buildings,9
1.0,2020/4/6 19:10,buildings,12
9.0,2020/4/6 19:10,buildings,14
7.5,2020/4/6 19:10,buildings,15
5.5,2020/4/6 19:10,buildings,18
7.0,2020/4/6 19:10,buildings,19
6.0,2020/4/6 19:10,medical,3
0.0,2020/4/6 19:10,medical,5
1.25,2020/4/6 19:10,medical,6
5.0,2020/4/6 19:10,medical,9
0.0,2020/4/6 19:10,power,2
4.5,2020/4/6 19:10,power,3
10.0,2020/4/6 19:10,power,4
1.0,2020/4/6 19:10,power,5
2.75,2020/4/6 19:10,power,6
0.5,2020/4/6 19:10,power,8
7.0,2020/4/6 19:10,power,9
1.0,2020/4/6 19:10,power,12
4.0,2020/4/6 19:10,power,14
4.75,2020/4/6 19:10,power,15
4.0,2020/4/6 19:10,power,18
0.0,2020/4/6 19:10,power,19
5.0,2020/4/6 19:10,roads_and_bridges,2
5.0,2020/4/6 19:10,roads_and_bridges,3
2.0,2020/4/6 19:10,roads_and_bridges,4
0.0,2020/4/6 19:10,roads_and_bridges,5
2.5,2020/4/6 19:10,roads_and_bridges,6
2.5,2020/4/6 19:10,roads_and_bridges,8
9.0,2020/4/6 19:10,roads_and_bridges,9
0.0,2020/4/6 19:10,roads_and_bridges,12
10.0,2020/4/6 19:10,roads_and_bridges,14
5.75,2020/4/6 19:10,roads_and_bridges,15
3.5,2020/4/6 19:10,roads_and_bridges,18
7.0,2020/4/6 19:10,roads_and_bridges,19
0.0,2020/4/6 19:10,sewer_and_water,2
5.5,2020/4/6 19:10,sewer_and_water,3
6.0,2020/4/6 19:10,sewer_and_water,4
0.0,2020/4/6 19:10,sewer_and_water,5
0.75,2020/4/6 19:10,sewer_and_water,6
0.5,2020/4/6 19:10,sewer_and_water,8
5.0,2020/4/6 19:10,sewer_and_water,9
0.0,2020/4/6 19:10,sewer_and_water,12
5.0,2020/4/6 19:10,sewer_and_water,14
6.0,2020/4/6 19:10,sewer_and_water,15
4.5,2020/4/6 19:10,sewer_and_water,18
4.0,2020/4/6 19:10,sewer_and_water,19
4.0,2020/4/6 19:15,buildings,1
2.5,2020/4/6 19:15,buildings,2
